Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,124309,b'Federal',24.382,-80.643,-5,-5,49913.703,-,s,deg,s,deg,s,W/m,s,m,-,370,v1.0.0
Year,Month,Day,Hour,Minute,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width
2010,1,14,0,0,0.9539999961853027,3.2207000255584717,37.5,3.6412999629974365,4.404600143432617,490.7900390625,4.385799884796143,0.48080000281333923,0.42399999499320984
2010,1,14,3,0,0.953000009059906,3.28629994392395,37.5,3.69950008392334,4.463099956512451,409.49908447265625,4.385799884796143,0.4357900023460388,0.4262999892234802
2010,1,14,6,0,0.9459999799728394,3.0390000343322754,37.5,3.471400022506714,4.314300060272217,353.9169616699219,4.385799884796143,0.41378000378608704,0.45840001106262207
2010,1,14,9,0,0.9100000262260437,2.77020001411438,37.5,3.1043999195098877,3.8468000888824463,382.26397705078125,4.80649995803833,0.457040011882782,0.4927999973297119
2010,1,14,12,0,0.8220000267028809,2.815000057220459,52.5,3.0906999111175537,3.655900001525879,488.73431396484375,3.040299892425537,0.5292699933052063,0.45080000162124634
2010,1,14,15,0,0.7379999756813049,2.8803999423980713,67.5,3.159600019454956,3.650599956512451,648.9595336914062,3.331899881362915,0.6102700233459473,0.39890000224113464
2010,1,14,18,0,0.7570000290870667,2.952699899673462,82.5,3.2304000854492188,3.6793999671936035,847.588623046875,3.651599884033203,0.6937199831008911,0.362199991941452
2010,1,14,21,0,0.8050000071525574,3.211899995803833,97.5,3.498800039291382,3.904900074005127,1382.713623046875,4.0019001960754395,0.8565499782562256,0.3037000000476837
2010,1,15,0,0,0.8569999933242798,3.5378000736236572,97.5,3.824899911880493,4.209499835968018,2216.9619140625,4.385799884796143,1.0409200191497803,0.2689000070095062
2010,1,15,3,0,0.8619999885559082,3.7258999347686768,97.5,4.032299995422363,4.433899879455566,2318.609130859375,4.80649995803833,1.0362000465393066,0.26190000772476196
2010,1,15,6,0,0.847000002861023,3.664599895477295,97.5,3.972599983215332,4.380099773406982,1944.2440185546875,4.80649995803833,0.955049991607666,0.26669999957084656
2010,1,15,9,0,0.8309999704360962,3.595900058746338,97.5,3.905600070953369,4.309100151062012,2037.2501220703125,4.80649995803833,0.9862599968910217,0.26600000262260437
2010,1,15,12,0,0.8479999899864197,3.7780001163482666,97.5,4.085299968719482,4.470900058746338,3190.314697265625,4.80649995803833,1.2103300094604492,0.24950000643730164
2010,1,15,15,0,0.8330000042915344,3.8508999347686768,112.5,4.186500072479248,4.60699987411499,3065.14599609375,5.2677001953125,1.1685500144958496,0.2549000084400177
2010,1,15,18,0,0.8370000123977661,3.8048999309539795,112.5,4.122600078582764,4.539299964904785,2691.995361328125,5.2677001953125,1.1030900478363037,0.26109999418258667
2010,1,15,21,0,0.8650000095367432,3.81850004196167,112.5,4.131800174713135,4.537499904632568,2951.583251953125,5.2677001953125,1.1551899909973145,0.2563000023365021
2010,1,16,0,0,0.8769999742507935,3.8422000408172607,112.5,4.169899940490723,4.586599826812744,3262.25,5.2677001953125,1.2080999612808228,0.25589999556541443
2010,1,16,3,0,0.8859999775886536,4.0019001960754395,112.5,4.3308000564575195,4.749100208282471,4581.38916015625,5.2677001953125,1.4058799743652344,0.25119999051094055
2010,1,16,6,0,0.8899999856948853,4.231599807739258,112.5,4.59119987487793,5.037799835205078,6809.9951171875,5.7729997634887695,1.6633800268173218,0.24879999458789825
2010,1,16,9,0,0.8799999952316284,4.382400035858154,112.5,4.751200199127197,5.214799880981445,7120.9736328125,5.7729997634887695,1.6711599826812744,0.25029999017715454
2010,1,16,12,0,0.8849999904632568,4.496500015258789,112.5,4.868100166320801,5.336299896240234,8280.6494140625,5.7729997634887695,1.7810699939727783,0.24979999661445618
2010,1,16,15,0,0.8830000162124634,4.597700119018555,112.5,4.981800079345703,5.47599983215332,8513.681640625,6.3267998695373535,1.782420039176941,0.2549999952316284
2010,1,16,18,0,0.8849999904632568,4.567999839782715,112.5,4.95959997177124,5.46560001373291,8197.337890625,6.3267998695373535,1.750789999961853,0.2590000033378601
2010,1,16,21,0,0.8799999952316284,4.52810001373291,112.5,4.918900012969971,5.428400039672852,7633.2705078125,6.3267998695373535,1.695330023765564,0.26179999113082886
2010,1,17,0,0,0.8679999709129333,4.484300136566162,112.5,4.857100009918213,5.341100215911865,7322.5537109375,5.7729997634887695,1.6740599870681763,0.25839999318122864
2010,1,17,3,0,0.8560000061988831,4.523399829864502,127.5,4.882599830627441,5.33650016784668,7683.623046875,5.7729997634887695,1.7154699563980103,0.24879999458789825
2010,1,17,6,0,0.843999981880188,4.515600204467773,127.5,4.851799964904785,5.2789998054504395,5881.14697265625,5.7729997634887695,1.5088599920272827,0.24449999630451202
2010,1,17,9,0,0.8450000286102295,4.378799915313721,127.5,4.692599773406982,5.09660005569458,4470.16259765625,5.2677001953125,1.339020013809204,0.24500000476837158
2010,1,17,12,0,0.8539999723434448,4.3649001121521,127.5,4.674799919128418,5.068399906158447,2873.248046875,5.2677001953125,1.0765800476074219,0.24279999732971191
2010,1,17,15,0,0.8519999980926514,4.4085001945495605,127.5,4.658100128173828,5.005199909210205,1519.361083984375,4.80649995803833,0.7874100208282471,0.24089999496936798
2010,1,17,18,0,0.847000002861023,4.213399887084961,127.5,4.48360013961792,4.878699779510498,779.400146484375,4.80649995803833,0.5714399814605713,0.26420000195503235
2010,1,17,21,0,0.8679999709129333,4.098400115966797,112.5,4.408400058746338,4.860799789428711,422.8441162109375,5.7729997634887695,0.421860009431839,0.27730000019073486
2010,1,18,0,0,0.8730000257492065,3.954400062561035,112.5,4.265500068664551,4.72760009765625,224.39317321777344,5.2677001953125,0.31172001361846924,0.2847000062465668
2010,1,18,3,0,0.8379999995231628,3.6761999130249023,112.5,3.9916000366210938,4.482800006866455,107.96009826660156,5.2677001953125,0.2222999930381775,0.3093999922275543
2010,1,18,6,0,0.7850000262260437,3.422100067138672,97.5,3.7558999061584473,4.313000202178955,52.36785125732422,4.80649995803833,0.15814000368118286,0.35040000081062317
2010,1,18,9,0,0.7149999737739563,3.2790000438690186,82.5,3.6735999584198,4.389599800109863,28.00775909423828,4.385799884796143,0.11489000171422958,0.4047999978065491
2010,1,18,12,0,0.7269999980926514,3.371500015258789,52.5,3.888000011444092,4.8358001708984375,17.82830047607422,6.933700084686279,0.08735000342130661,0.42559999227523804
2010,1,18,15,0,0.8040000200271606,3.833400011062622,37.5,4.462500095367432,5.511300086975098,12.954179763793945,6.933700084686279,0.06953000277280807,0.38960000872612
2010,1,18,18,0,0.8650000095367432,4.478799819946289,37.5,5.117099761962891,6.090099811553955,10.390800476074219,7.598899841308594,0.05908000096678734,0.3416999876499176
2010,1,18,21,0,0.890999972820282,4.815999984741211,37.5,5.454999923706055,6.383800029754639,9.126660346984863,8.327899932861328,0.05404999852180481,0.31949999928474426
2010,1,19,0,0,0.9049999713897705,4.8867998123168945,37.5,5.537499904632568,6.49459981918335,8.23997974395752,8.327899932861328,0.05090000107884407,0.31839999556541443
2010,1,19,3,0,0.9190000295639038,4.623700141906738,37.5,5.418399810791016,6.531199932098389,7.344900131225586,8.327899932861328,0.047970000654459,0.3287000060081482
2010,1,19,6,0,0.9319999814033508,4.27269983291626,22.5,5.174699783325195,6.473899841308594,6.54311990737915,8.327899932861328,0.04554000124335289,0.34860000014305115
2010,1,19,9,0,0.9480000138282776,1.8170000314712524,22.5,2.1454999446868896,3.528599977493286,6.611629962921143,8.327899932861328,0.06900999695062637,0.7759000062942505
2010,1,19,12,0,0.9359999895095825,1.6232999563217163,37.5,1.7496000528335571,2.036900043487549,21.370759963989258,1.9230999946594238,0.19039000570774078,0.5625
2010,1,19,15,0,0.8799999952316284,1.8672000169754028,37.5,2.015199899673462,2.335200071334839,25.332319259643555,2.3097000122070312,0.1665000021457672,0.510699987411499
2010,1,19,18,0,0.9160000085830688,1.808500051498413,52.5,1.976199984550476,2.3376998901367188,22.080320358276367,1.9230999946594238,0.1605599969625473,0.5148000121116638
2010,1,19,21,0,0.9449999928474426,1.9163000583648682,52.5,2.09660005569458,2.465100049972534,23.74066925048828,2.5313000679016113,0.1559399962425232,0.4796999990940094
2010,1,20,0,0,0.9670000076293945,2.2416999340057373,52.5,2.4546000957489014,2.8671000003814697,21.386890411376953,3.040299892425537,0.1292099952697754,0.4426000118255615
2010,1,20,3,0,0.9760000109672546,2.469399929046631,52.5,2.696199893951416,3.1136999130249023,20.72562026977539,3.331899881362915,0.11979000270366669,0.4097999930381775
2010,1,20,6,0,0.9760000109672546,2.5748000144958496,52.5,2.836699962615967,3.321199893951416,16.737590789794922,3.331899881362915,0.10378000140190125,0.41499999165534973
2010,1,20,9,0,0.9700000286102295,2.5541999340057373,52.5,2.843600034713745,3.398200035095215,13.069470405578613,3.331899881362915,0.09085000306367874,0.4359999895095825
